ID,label
43388,15
43389,95
43390,65
43391,19
43392,1
43393,33
43394,66
43395,21
43396,16
43397,12
43398,41
43399,54
43400,47
43401,53
43402,89
43403,64
43404,55
43405,42
43406,44
43407,79
43408,47
43409,62
43410,14
43411,83
43412,69
43413,40
43414,49
43415,63
43416,9
43417,32
43418,36
43419,95
43420,10
43421,75
43422,80
43423,50
43424,53
43425,35
43426,5
43427,83
43428,34
43429,30
43430,3
43431,43
43432,74
43433,55
43434,14
43435,72
43436,2
43437,50
43438,46
43439,43
43440,32
43441,75
43442,31
43443,21
43444,62
43445,79
43446,7
43447,88
43448,38
43449,5
43450,21
43451,78
43452,76
43453,44
43454,95
43455,89
43456,72
43457,27
43458,37
43459,43
43460,76
43461,10
43462,25
43463,13
43464,63
43465,77
43466,50
43467,22
43468,65
43469,12
43470,83
43471,97
43472,33
43473,37
43474,53
43475,0
43476,22
43477,0
43478,94
43479,12
43480,46
43481,96
43482,53
43483,21
43484,95
43485,56
43486,63
43487,74
43488,35
43489,14
43490,54
43491,75
43492,29
43493,77
43494,26
43495,7
43496,50
43497,64
43498,61
43499,9
43500,91
43501,9
43502,90
43503,70
43504,53
43505,29
43506,43
43507,25
43508,76
43509,53
43510,88
43511,87
43512,73
43513,62
43514,5
43515,43
43516,98
43517,46
43518,73
43519,83
43520,40
43521,49
43522,99
43523,9
43524,74
43525,26
43526,17
43527,4
43528,53
43529,8
43530,43
43531,98
43532,67
43533,32
43534,67
43535,65
43536,93
43537,54
43538,48
43539,70
43540,60
43541,93
43542,88
43543,97
43544,68
43545,48
43546,91
43547,37
43548,17
43549,31
43550,41
43551,15
43552,12
43553,15
43554,98
43555,74
43556,96
43557,91
43558,59
43559,12
43560,70
43561,77
43562,16
43563,46
43564,20
43565,85
43566,18
43567,71
43568,3
43569,66
43570,11
43571,85
43572,2
43573,23
43574,2
43575,14
43576,29
43577,55
43578,18
43579,90
43580,36
43581,3
43582,62
43583,75
43584,89
43585,17
43586,13
43587,81
43588,4
43589,49
43590,10
43591,63
43592,49
43593,65
43594,61
43595,53
43596,89
43597,42
43598,2
43599,59
43600,0
43601,83
43602,97
43603,98
43604,51
43605,2
43606,6
43607,52
43608,17
43609,7
43610,22
43611,66
43612,23
43613,79
43614,74
43615,43
43616,2
43617,14
43618,69
43619,48
43620,15
43621,89
43622,68
43623,65
43624,10
43625,19
43626,11
43627,76
43628,50
43629,46
43630,51
43631,95
43632,46
43633,24
43634,93
43635,38
43636,45
43637,33
43638,25
43639,82
43640,50
43641,87
43642,32
43643,49
43644,96
43645,79
43646,30
43647,18
43648,73
43649,37
43650,18
43651,53
43652,12
43653,70
43654,6
43655,43
43656,64
43657,11
43658,59
43659,66
43660,30
43661,7
43662,14
43663,59
43664,38
43665,50
43666,17
43667,4
43668,83
43669,61
43670,17
43671,87
43672,83
43673,59
43674,10
43675,84
43676,14
43677,43
43678,32
43679,52
43680,51
43681,50
43682,79
43683,84
43684,55
43685,63
43686,52
43687,52
43688,64
43689,54
43690,27
43691,32
43692,66
43693,41
43694,67
43695,26
43696,78
43697,52
43698,54
43699,85
43700,12
43701,48
43702,2
43703,38
43704,36
43705,90
43706,94
43707,81
43708,18
43709,26
43710,45
43711,36
43712,13
43713,54
43714,80
43715,30
43716,56
43717,18
43718,52
43719,86
43720,8
43721,20
43722,1
43723,45
43724,67
43725,2
43726,95
43727,42
43728,2
43729,26
43730,2
43731,34
43732,69
43733,2
43734,97
43735,68
43736,81
43737,72
43738,27
43739,80
43740,64
43741,66
43742,89
43743,79
43744,87
43745,84
43746,60
43747,7
43748,77
43749,37
43750,27
43751,4
43752,25
43753,29
43754,66
43755,61
43756,57
43757,11
43758,92
43759,50
43760,86
43761,81
43762,33
43763,71
43764,2
43765,50
43766,68
43767,86
43768,81
43769,80
43770,80
43771,85
43772,78
43773,79
43774,29
43775,65
43776,8
43777,34
43778,95
43779,47
43780,83
43781,8
43782,31
43783,97
43784,54
43785,94
43786,31
43787,16
43788,42
43789,18
43790,35
43791,80
43792,94
43793,22
43794,64
43795,82
43796,83
43797,14
43798,32
43799,73
43800,72
43801,67
43802,50
43803,46
43804,24
43805,69
43806,46
43807,93
43808,97
43809,17
43810,40
43811,28
43812,12
43813,53
43814,97
43815,78
43816,8
43817,6
43818,18
43819,36
43820,83
43821,43
43822,16
43823,34
43824,43
43825,83
43826,83
43827,28
43828,7
43829,68
43830,74
43831,42
43832,51
43833,41
43834,47
43835,99
43836,76
43837,14
43838,66
43839,39
43840,41
43841,64
43842,74
43843,47
43844,0
43845,83
43846,8
43847,69
43848,0
43849,14
43850,0
43851,44
43852,16
43853,16
43854,75
43855,45
43856,57
43857,73
43858,88
43859,31
43860,46
43861,3
43862,20
43863,55
43864,27
43865,79
43866,98
43867,51
43868,76
43869,46
43870,78
43871,59
43872,4
43873,93
43874,48
43875,40
43876,92
43877,93
43878,84
43879,18
43880,75
43881,44
43882,6
43883,43
43884,28
43885,93
43886,20
43887,96
43888,20
43889,93
43890,9
43891,15
43892,18
43893,82
43894,43
43895,38
43896,22
43897,13
43898,36
43899,28
43900,31
43901,59
43902,49
43903,12
43904,33
43905,71
43906,47
43907,50
43908,84
43909,83
43910,41
43911,78
43912,55
43913,49
43914,21
43915,19
43916,92
43917,29
43918,75
43919,24
43920,86
43921,37
43922,22
43923,31
43924,5
43925,85
43926,70
43927,55
43928,20
43929,95
43930,75
43931,45
43932,62
43933,79
43934,87
43935,81
43936,38
43937,72
43938,57
43939,31
43940,79
43941,60
43942,37
43943,71
43944,48
43945,8
43946,81
43947,96
43948,87
43949,88
43950,24
43951,58
43952,21
43953,68
43954,78
43955,1
43956,4
43957,3
43958,92
43959,66
43960,3
43961,36
43962,40
43963,73
43964,84
43965,8
43966,25
43967,66
43968,1
43969,50
43970,26
43971,22
43972,42
43973,47
43974,71
43975,65
43976,98
43977,93
43978,72
43979,2
43980,81
43981,7
43982,49
43983,46
43984,94
43985,11
43986,66
43987,58
43988,97
43989,37
43990,83
43991,84
43992,52
43993,24
43994,91
43995,34
43996,91
43997,97
43998,63
43999,36
44000,65
44001,74
44002,9
44003,0
44004,3
44005,69
44006,37
44007,40
44008,46
44009,95
44010,90
44011,77
44012,89
44013,13
44014,95
44015,14
44016,88
44017,87
44018,11
44019,27
44020,20
44021,45
44022,0
44023,70
44024,41
44025,40
44026,47
44027,17
44028,75
44029,88
44030,83
44031,34
44032,19
44033,24
44034,3
44035,99
44036,15
44037,56
44038,68
44039,66
44040,92
44041,59
44042,74
44043,93
44044,18
44045,0
44046,3
44047,54
44048,79
44049,7
44050,55
44051,3
44052,64
44053,76
44054,33
44055,26
44056,60
44057,18
44058,26
44059,1
44060,51
44061,5
44062,7
44063,38
44064,35
44065,55
44066,10
44067,67
44068,79
44069,78
44070,61
44071,2
44072,48
44073,41
44074,32
44075,88
44076,65
44077,74
44078,64
44079,84
44080,66
44081,71
44082,97
44083,90
44084,87
44085,74
44086,10
44087,95
44088,34
44089,37
44090,58
44091,17
44092,43
44093,33
44094,64
44095,35
44096,54
44097,10
44098,21
44099,53
44100,43
44101,91
44102,1
44103,79
44104,17
44105,35
44106,8
44107,83
44108,7
44109,0
44110,36
44111,26
44112,47
44113,73
44114,87
44115,44
44116,48
44117,75
44118,0
44119,94
44120,57
44121,83
44122,49
44123,53
44124,55
44125,14
44126,70
44127,92
44128,15
44129,15
44130,5
44131,12
44132,79
44133,62
44134,96
44135,86
44136,60
44137,17
44138,42
44139,43
44140,80
44141,41
44142,47
44143,29
44144,52
44145,61
44146,54
44147,1
44148,17
44149,82
44150,79
44151,50
44152,4
44153,55
44154,33
44155,77
44156,11
44157,62
44158,17
44159,31
44160,95
44161,18
44162,62
44163,85
44164,95
44165,16
44166,1
44167,11
44168,57
44169,26
44170,56
44171,93
44172,2
44173,25
44174,6
44175,16
44176,80
44177,24
44178,43
44179,73
44180,62
44181,52
44182,3
44183,40
44184,71
44185,27
44186,53
44187,17
44188,1
44189,18
44190,11
44191,68
44192,90
44193,88
44194,34
44195,86
44196,96
44197,91
44198,9
44199,84
44200,32
44201,76
44202,78
44203,83
44204,33
44205,62
44206,34
44207,14
44208,23
44209,57
44210,50
44211,47
44212,38
44213,68
44214,70
44215,88
44216,60
44217,89
44218,65
44219,66
44220,48
44221,77
44222,46
44223,20
44224,42
44225,7
44226,41
44227,74
44228,59
44229,84
44230,50
44231,21
44232,49
44233,27
44234,66
44235,0
44236,47
44237,54
44238,84
44239,41
44240,79
44241,37
44242,39
44243,75
44244,95
44245,1
44246,94
44247,34
44248,68
44249,75
44250,7
44251,22
44252,77
44253,30
44254,71
44255,62
44256,33
44257,96
44258,27
44259,1
44260,93
44261,44
44262,9
44263,53
44264,0
44265,49
44266,61
44267,52
44268,75
44269,49
44270,23
44271,48
44272,46
44273,37
44274,76
44275,59
44276,77
44277,99
44278,18
44279,61
44280,6
44281,24
44282,66
44283,89
44284,44
44285,54
44286,76
44287,67
44288,41
44289,42
44290,97
44291,10
44292,73
44293,42
44294,64
44295,29
44296,18
44297,74
44298,87
44299,80
44300,91
44301,67
44302,25
44303,23
44304,76
44305,26
44306,94
44307,56
44308,35
44309,55
44310,12
44311,2
44312,52
44313,44
44314,27
44315,90
44316,37
44317,91
44318,77
44319,37
44320,94
44321,57
44322,21
44323,23
44324,88
44325,77
44326,77
44327,51
44328,57
44329,46
44330,37
44331,17
44332,72
44333,30
44334,37
44335,93
44336,84
44337,54
44338,86
44339,97
44340,1
44341,40
44342,88
44343,75
44344,53
44345,87
44346,11
44347,95
44348,2
44349,85
44350,83
44351,38
44352,51
44353,49
44354,79
44355,20
44356,80
44357,55
44358,7
44359,69
44360,32
44361,84
44362,87
44363,19
44364,54
44365,26
44366,73
44367,20
44368,4
44369,3
44370,65
44371,50
44372,38
44373,1
44374,9
44375,43
44376,82
44377,86
44378,23
44379,61
44380,61
44381,75
44382,51
44383,72
44384,46
44385,52
44386,46
44387,12
44388,86
44389,46
44390,52
44391,43
44392,19
44393,16
44394,37
44395,36
44396,38
44397,46
44398,61
44399,91
44400,5
44401,32
44402,72
44403,35
44404,41
44405,90
44406,41
44407,3
44408,78
44409,10
44410,69
44411,98
44412,90
44413,33
44414,50
44415,96
44416,38
44417,30
44418,35
44419,60
44420,34
44421,91
44422,25
44423,91
44424,99
44425,12
44426,91
44427,68
44428,45
44429,51
44430,49
44431,82
44432,75
44433,64
44434,35
44435,24
44436,88
44437,7
44438,5
44439,84
44440,54
44441,68
44442,46
44443,24
44444,60
44445,6
44446,87
44447,20
44448,54
44449,97
44450,35
44451,94
44452,98
44453,55
44454,71
44455,10
44456,50
44457,34
44458,5
44459,44
44460,92
44461,61
44462,44
44463,86
44464,42
44465,80
44466,5
44467,23
44468,92
44469,64
44470,30
44471,27
44472,71
44473,15
44474,85
44475,60
44476,23
44477,43
44478,59
44479,75
44480,56
44481,61
44482,41
44483,60
44484,45
44485,79
44486,65
44487,67
44488,55
44489,55
44490,99
44491,1
44492,4
44493,95
44494,75
44495,98
44496,13
44497,14
44498,19
44499,53
44500,7
44501,40
44502,99
44503,34
44504,36
44505,12
44506,85
44507,5
44508,18
44509,4
44510,23
44511,70
44512,1
44513,22
44514,53
44515,48
44516,10
44517,91
44518,44
44519,79
44520,20
44521,5
44522,58
44523,41
44524,24
44525,8
44526,29
44527,43
44528,57
44529,14
44530,46
44531,74
44532,36
44533,17
44534,86
44535,54
44536,58
44537,60
44538,58
44539,3
44540,52
44541,53
44542,14
44543,76
44544,11
44545,45
44546,35
44547,7
44548,6
44549,15
44550,99
44551,21
44552,5
44553,82
44554,51
44555,26
44556,88
44557,42
44558,69
44559,63
44560,92
44561,83
44562,23
44563,75
44564,27
44565,3
44566,46
44567,71
44568,9
44569,46
44570,57
44571,96
44572,49
44573,24
44574,17
44575,48
44576,18
44577,28
44578,87
44579,45
44580,83
44581,15
44582,97
44583,34
44584,79
44585,72
44586,29
44587,52
44588,2
44589,53
44590,98
44591,10
44592,2
44593,36
44594,65
44595,19
44596,0
44597,3
44598,61
44599,2
44600,17
44601,25
44602,51
44603,63
44604,13
44605,27
44606,3
44607,6
44608,91
44609,61
44610,5
44611,49
44612,49
44613,95
44614,78
44615,75
44616,8
44617,58
44618,62
44619,73
44620,12
44621,77
44622,25
44623,21
44624,77
44625,29
44626,73
44627,28
44628,15
44629,47
44630,22
44631,15
44632,16
44633,89
44634,44
44635,70
44636,64
44637,88
44638,37
44639,75
44640,78
44641,17
44642,24
44643,70
44644,84
44645,7
44646,87
44647,56
44648,13
44649,34
44650,94
44651,16
44652,89
44653,18
44654,66
44655,6
44656,11
44657,34
44658,31
44659,0
44660,7
44661,56
44662,36
44663,83
44664,55
44665,36
44666,46
44667,53
44668,46
44669,9
44670,84
44671,90
44672,22
44673,23
44674,55
44675,37
44676,76
44677,11
44678,96
44679,57
44680,18
44681,32
44682,45
44683,39
44684,54
44685,21
44686,67
44687,81
44688,4
44689,84
44690,23
44691,1
44692,32
44693,46
44694,87
44695,0
44696,46
44697,81
44698,70
44699,64
44700,26
44701,22
44702,58
44703,40
44704,9
44705,70
44706,43
44707,16
44708,7
44709,93
44710,48
44711,16
44712,6
44713,31
44714,14
44715,91
44716,50
44717,13
44718,31
44719,79
44720,89
44721,87
44722,70
44723,78
44724,95
44725,30
44726,31
44727,71
44728,19
44729,88
44730,35
44731,5
44732,59
44733,26
44734,53
44735,40
44736,14
44737,47
44738,45
44739,89
44740,57
44741,2
44742,51
44743,96
44744,48
44745,17
44746,61
44747,10
44748,94
44749,55
44750,33
44751,57
44752,20
44753,91
44754,82
44755,35
44756,16
44757,77
44758,65
44759,70
44760,97
44761,44
44762,28
44763,15
44764,22
44765,74
44766,45
44767,45
44768,98
44769,97
44770,42
44771,61
44772,69
44773,30
44774,67
44775,16
44776,12
44777,47
44778,19
44779,20
44780,58
44781,91
44782,43
44783,90
44784,84
44785,34
